GM_DATASET_NAME	GM_WELL_CATEGORY	GM_DATA_SOURCE	GM_WELL_ID	GM_CHEMICAL_VVL	GM_CHEMICAL_NAME	GM_RESULT_MODIFIER	GM_RESULT	GM_RESULT_UNITS	GM_SAMP_COLLECTION_DATE	GM_REPORTING_LIMIT	GM_LATITUDE	GM_LONGITUDE	GM_WELL_DEPTH_FT	GM_TOP_DEPTH_OF_SCREEN_FT	GM_BOTTOM_DEPTH_OF_SCREEN_FT	GM_CAS_NUMBER	GM_ALTWELL_ID1	GM_ALTWELL_ID2	GM_ALTWELL_ID3	SRC_CHEMICAL	SRC_RESULT_MODIFIER	SRC_RESULT	SRC_RESULT_UNITS	SRC_SAMP_COLLECTION_DATE	SRC_SAMP_COLLECTION_TIME	SRC_REPORTING_LIMIT	SRC_ANALYTICAL_METHOD	SRC_LAB_NOTE	SRC_LATITUDE	SRC_LONGITUDE	SRC_DATUM	SRC_WELL_DEPTH_FT	SRC_TOP_DEPTH_OF_SCREEN_FT	SRC_BOTTOM_DEPTH_OF_SCREEN_FT
GAMA_USGS	MUNICIPAL	USGS	SFM-E2	AZIPM	Guthion (Azinphos Methyl)	<	.08	UG/L	05/17/2007	.08	37.5825	-122.06933333	200	180	200	86-50-0				Azinphos-methyl, w,gf<.7u	<	.08	ug/l	05/17/2007	920	.08	GCM35	The parameter 82686 is a highly variable compound : m : c :	37.5825	-122.06933333		200	180	200
GAMA_USGS	MUNICIPAL	USGS	SFM-E2	PERMETHRIN	Permethrin	<	.01	UG/L	05/17/2007	.01	37.5825	-122.06933333	200	180	200	61949-76-6				cis-Permethrin, w,gf<.7u	<	.01	ug/l	05/17/2007	920	.01	GCM35		37.5825	-122.06933333		200	180	200
GAMA_USGS	MUNICIPAL	USGS	SFM-E2	N15N14NO3	delta N-15, NO3		8.15	per mil	05/17/2007		37.5825	-122.06933333	200	180	200					delta N-15/N-14, NO3, wf		8.15	per mil	05/17/2007	920		S0419		37.5825	-122.06933333		200	180	200
GAMA_USGS	MUNICIPAL	USGS	SFM-E2	SC	Specific Conductivity		1170	UMHOS/CM	05/17/2007	2.6	37.5825	-122.06933333	200	180	200					SpecCond,wu25degCLab		1170	uS/cm @25C	05/17/2007	920	2.6	WHT03		37.5825	-122.06933333		200	180	200
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	NORFLUZON	Norflurazon	<	.04	UG/L	05/17/2007	.04	37.58261111	-122.06952778	470	430	470	27314-13-2				Norflurazon, w,gf<.7u	<	.04	ug/l	05/17/2007	1400	.04	LCM29		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	METHOMYL	Methomyl	<	.06	UG/L	05/17/2007	.06	37.58261111	-122.06952778	470	430	470	16752-77-5				Methomyl, w,gf<.7u	<	.06	ug/l	05/17/2007	1400	.06	LCM29		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	DIURON	Diuron	<	.04	UG/L	05/17/2007	.04	37.58261111	-122.06952778	470	430	470	330-54-1				Diuron, w,gf<.7u	<	.04	ug/l	05/17/2007	1400	.04	LCM29		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	DINOSEB	Dinoseb	<	.04	UG/L	05/17/2007	.04	37.58261111	-122.06952778	470	430	470	88-85-7				Dinoseb, w,gf<.7u	<	.04	ug/l	05/17/2007	1400	.04	LCM29		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	DCPROP	Dichlorprop	<	.04	UG/L	05/17/2007	.04	37.58261111	-122.06952778	470	430	470	120-36-5				Dichlorprop, w,gf<.7u	<	.04	ug/l	05/17/2007	1400	.04	LCM29		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	METABOLITES	Dacthal Monoacide	<	.02	UG/L	05/17/2007	.02	37.58261111	-122.06952778	470	430	470	887-54-7				DCPA monoacid, w,gf<.7u	<	.02	ug/l	05/17/2007	1400	.02	LCM29		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	DACTACID	Dacthalmonoacid	<	.02	UG/L	05/17/2007	.02	37.58261111	-122.06952778	470	430	470	887-54-7				DCPA monoacid, w,gf<.7u	<	.02	ug/l	05/17/2007	1400	.02	LCM29		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	CRBFN	Carbofuran	<	.06	UG/L	05/17/2007	.06	37.58261111	-122.06952778	470	430	470	1563-66-2				Carbofuran, w,gf<.7u	<	.06	ug/l	05/17/2007	1400	.06	LCM29		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	SEVIN	Carbaryl (1-naphthyl methylcarbamate)	<	.02	UG/L	05/17/2007	.02	37.58261111	-122.06952778	470	430	470	63-25-2				Carbaryl, w,gf<.7u	<	.02	ug/l	05/17/2007	1400	.02	LCM29		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	ALDICARB	Aldicarb	<	.04	UG/L	05/17/2007	.04	37.58261111	-122.06952778	470	430	470	116-06-3				Aldicarb, w,gf<.7u	<	.04	ug/l	05/17/2007	1400	.04	LCM29		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	ALDSULF	Aldicarb Sulfone	<	.08	UG/L	05/17/2007	.08	37.58261111	-122.06952778	470	430	470	1646-88-4				Aldicarb sulfone, w,gf<.7	<	.08	ug/l	05/17/2007	1400	.08	LCM29		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	ALDSULFOX	Aldicarb sulfoxide	<	.04	UG/L	05/17/2007	.04	37.58261111	-122.06952778	470	430	470	1646-87-3				Aldicarb sulfoxide, w,gf.7	<	.04	ug/l	05/17/2007	1400	.04	LCM29		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	C-14	Carbon 14		37.18	PCT MODERN	05/17/2007		37.58261111	-122.06952778	470	430	470	14762-75-5				C-14, wf		37.18	pct modern	05/17/2007	1400		AMS02		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	CDS	Carbon Disulfide	<	.1	UG/L	05/15/2007	.06	37.52591667	-121.98691667	340	330	340	75-15-0				Carbon disulfide, wu	<	.1	ug/l	05/15/2007	1040	.06	GCM66		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	STY	Styrene	<	.04	UG/L	05/15/2007	.04	37.52591667	-121.98691667	340	330	340	100-42-5				Styrene, wu	<	.04	ug/l	05/15/2007	1040	.04	GCM66		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	XYLENES	Xylenes (total)	<	.04	UG/L	05/15/2007	.04	37.52591667	-121.98691667	340	330	340	95-47-6				o-Xylene, wu	<	.04	ug/l	05/15/2007	1040	.04	GCM66		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	TEMP	Temperature		20.5	CELSIUS	05/17/2007		37.58261111	-122.06952778	470	430	470					Temperature, water		20.5	deg C	05/17/2007	1400		THM01		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	SC	Specific Conductivity		1400	UMHOS/CM	05/17/2007		37.58261111	-122.06952778	470	430	470					Specific cond at 25C		1400	uS/cm @25C	05/17/2007	1400		SC001		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	DO	Dissolved Oxygen (DO)		.2	MG/L	05/17/2007		37.58261111	-122.06952778	470	430	470	7782-44-7				Dissolved oxygen		.2	mg/l	05/17/2007	1400		MEMBR		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	PH	pH		7.8	PH UNITS	05/17/2007		37.58261111	-122.06952778	470	430	470					pH		7.8	std units	05/17/2007	1400		PROBE		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	NH3NH4N	Ammonia	=	.02	MG/L	05/17/2007	.02	37.58261111	-122.06952778	470	430	470					Ammonia, wf	E	.02	mg/l as N	05/17/2007	1400	.02	SHC02	n :	37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	NO2	Nitrite as N		.005	MG/L	05/17/2007	.002	37.58261111	-122.06952778	470	430	470	14797-65-0				Nitrite, wf		.005	mg/l as N	05/17/2007	1400	.002	DZ001		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	NO3N	Nitrate as N		.278	MG/L	05/17/2007		37.58261111	-122.06952778	470	430	470	14797-55-8				Nitrate, wf		.278	mg/l as N	05/17/2007	1400		ALGOR		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	NO3NO2N	Nitrate+Nitrite		.28	MG/L	05/17/2007	.06	37.58261111	-122.06952778	470	430	470					NO3+NO2, wf		.28	mg/l as N	05/17/2007	1400	.06	CL048		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E2	IPRODIONE	Iprodione	<	.026	UG/L	05/17/2007	.026	37.5825	-122.06933333	200	180	200	36734-19-7				Iprodione, wf	<	.026	ug/l	05/17/2007	920	.026	GCM39	The parameter 61593 is a highly variable compound : m : c :	37.5825	-122.06933333		200	180	200
GAMA_USGS	MUNICIPAL	USGS	SFM-E2	METALAXYL	Metalaxyl	<	.007	UG/L	05/17/2007	.0069	37.5825	-122.06933333	200	180	200	57837-19-1				Metalaxyl, wf	<	.007	ug/l	05/17/2007	920	.0069	GCM39		37.5825	-122.06933333		200	180	200
GAMA_USGS	MUNICIPAL	USGS	SFM-D3	CRBFN	Carbofuran	<	.06	UG/L	05/14/2007	.06	37.526	-121.98683333	260	230	260	1563-66-2				Carbofuran, w,gf<.7u	<	.06	ug/l	05/14/2007	1500	.06	LCM29		37.526	-121.98683333		260	230	260
GAMA_USGS	MUNICIPAL	USGS	SFM-D3	SEVIN	Carbaryl (1-naphthyl methylcarbamate)	<	.02	UG/L	05/14/2007	.02	37.526	-121.98683333	260	230	260	63-25-2				Carbaryl, w,gf<.7u	<	.02	ug/l	05/14/2007	1500	.02	LCM29		37.526	-121.98683333		260	230	260
GAMA_USGS	MUNICIPAL	USGS	SFM-D3	ALDICARB	Aldicarb	<	.04	UG/L	05/14/2007	.04	37.526	-121.98683333	260	230	260	116-06-3				Aldicarb, w,gf<.7u	<	.04	ug/l	05/14/2007	1500	.04	LCM29		37.526	-121.98683333		260	230	260
GAMA_USGS	MUNICIPAL	USGS	SFM-D3	ALDSULF	Aldicarb Sulfone	<	.08	UG/L	05/14/2007	.08	37.526	-121.98683333	260	230	260	1646-88-4				Aldicarb sulfone, w,gf<.7	<	.08	ug/l	05/14/2007	1500	.08	LCM29		37.526	-121.98683333		260	230	260
GAMA_USGS	MUNICIPAL	USGS	SFM-D3	ALDSULFOX	Aldicarb sulfoxide	<	.04	UG/L	05/14/2007	.04	37.526	-121.98683333	260	230	260	1646-87-3				Aldicarb sulfoxide, w,gf.7	<	.04	ug/l	05/14/2007	1500	.04	LCM29		37.526	-121.98683333		260	230	260
GAMA_USGS	MUNICIPAL	USGS	SFM-D3	C-14	Carbon 14		75.95	PCT MODERN	05/14/2007		37.526	-121.98683333	260	230	260	14762-75-5				C-14, wf		75.95	pct modern	05/14/2007	1500		AMS02		37.526	-121.98683333		260	230	260
GAMA_USGS	MUNICIPAL	USGS	SFM-E2	BTBZN	n-Butylbenzene	<	.06	UG/L	05/17/2007	.06	37.5825	-122.06933333	200	180	200	5352-88-5				N(4Chlorophenyl)N'methylurea	<	.06	ug/l	05/17/2007	920	.06	LCM29		37.5825	-122.06933333		200	180	200
GAMA_USGS	MUNICIPAL	USGS	SFM-E2	BENSULM	Bensulfuron Methyl	<	.06	UG/L	05/17/2007	.06	37.5825	-122.06933333	200	180	200	83055-99-6				Bensulfuron-methyl, wf	<	.06	ug/l	05/17/2007	920	.06	LCM29		37.5825	-122.06933333		200	180	200
GAMA_USGS	MUNICIPAL	USGS	SFM-E2	ACETAMPHEN	Acetaminophen	<	.06	UG/L	05/17/2007	.06	37.5825	-122.06933333	200	180	200	103-90-2				Acetaminophen, wf	<	.06	ug/l	05/17/2007	920	.06	00021		37.5825	-122.06933333		200	180	200
GAMA_USGS	MUNICIPAL	USGS	SFM-E2	CODEINE	Codeine	<	.023	UG/L	05/17/2007	.023	37.5825	-122.06933333	200	180	200	76-57-3				Codeine, wf	<	.023	ug/l	05/17/2007	920	.023	00021		37.5825	-122.06933333		200	180	200
GAMA_USGS	MUNICIPAL	USGS	SFM-E2	DEHYDRONIF	Dehydronifedipine	<	.04	UG/L	05/17/2007	.04	37.5825	-122.06933333	200	180	200	67035-22-7				Dehydronifedipine, wf	<	.04	ug/l	05/17/2007	920	.04	00021		37.5825	-122.06933333		200	180	200
GAMA_USGS	MUNICIPAL	USGS	SFM-E2	COTININE	Cotinine	<	.019	UG/L	05/17/2007	.019	37.5825	-122.06933333	200	180	200	486-56-6				Cotinine, wf	<	.019	ug/l	05/17/2007	920	.019	00021	Value reloaded per NWQL Rapi-Note 08-016. : c :	37.5825	-122.06933333		200	180	200
GAMA_USGS	MUNICIPAL	USGS	SFM-E2	DILTIAZEM	Diltiazem	<	.04	UG/L	05/17/2007	.04	37.5825	-122.06933333	200	180	200	42399-41-7				Diltiazem, wf	<	.04	ug/l	05/17/2007	920	.04	00021	The parameter 62008 is a highly variable compound : m : c :	37.5825	-122.06933333		200	180	200
GAMA_USGS	MUNICIPAL	USGS	SFM-E2	ALBUTEROL	Albuterol	<	.04	UG/L	05/17/2007	.04	37.5825	-122.06933333	200	180	200	18559-94-9				Albuterol, wf	<	.04	ug/l	05/17/2007	920	.04	00021		37.5825	-122.06933333		200	180	200
GAMA_USGS	MUNICIPAL	USGS	SFM-E2	SULFAMETH	Sulfamethoxazole	<	.08	UG/L	05/17/2007	.08	37.5825	-122.06933333	200	180	200	723-46-6				Sulfamethoxazole, wf	<	.08	ug/l	05/17/2007	920	.08	00021		37.5825	-122.06933333		200	180	200
GAMA_USGS	MUNICIPAL	USGS	SFM-E2	TRIMETHOP	Trimethoprim	<	.017	UG/L	05/17/2007	.017	37.5825	-122.06933333	200	180	200	738-70-5				Trimethoprim, wf	<	.017	ug/l	05/17/2007	920	.017	00021		37.5825	-122.06933333		200	180	200
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	DIAZ	Diazinon	<	.005	UG/L	05/15/2007	.005	37.52591667	-121.98691667	340	330	340	333-41-5				Diazinon, wf	<	.005	ug/l	05/15/2007	1040	.005	GCM35		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	ATRAZINE	Atrazine	<	.007	UG/L	05/15/2007	.007	37.52591667	-121.98691667	340	330	340	1912-24-9				Atrazine, wf	<	.007	ug/l	05/15/2007	1040	.007	GCM35		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	HCBU	Hexachlorobutadiene	<	.1	UG/L	05/15/2007	.1	37.52591667	-121.98691667	340	330	340	87-68-3				Hexachlorobutadiene, wu	<	.1	ug/l	05/15/2007	1040	.1	GCM66		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	24D	2,4-Dichlorophenoxyacetic acid (2,4 D)	<	.04	UG/L	05/15/2007	.04	37.52591667	-121.98691667	340	330	340	94-75-7				2,4-D, wf	<	.04	ug/l	05/15/2007	1040	.04	LCM29		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	ALACL	Alachlor	<	.005	UG/L	05/15/2007	.005	37.52591667	-121.98691667	340	330	340	15972-60-8				Alachlor, wf	<	.005	ug/l	05/15/2007	1040	.005	GCM35		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	TRICLOPYR	Trichlopyr	<	.04	UG/L	05/15/2007	.04	37.52591667	-121.98691667	340	330	340	55335-06-3				Triclopyr, w,gf<.7u	<	.04	ug/l	05/15/2007	1040	.04	LCM29		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	PICLORAM	Picloram	<	.00012	MG/L	05/15/2007	.00012	37.52591667	-121.98691667	340	330	340	1918-02-1				Picloram, w,gf<.7u	<	.12	ug/l	05/15/2007	1040	.12	LCM29		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	NORFLUZON	Norflurazon	<	.04	UG/L	05/15/2007	.04	37.52591667	-121.98691667	340	330	340	27314-13-2				Norflurazon, w,gf<.7u	<	.04	ug/l	05/15/2007	1040	.04	LCM29		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D3	METALAXYL	Metalaxyl	<	.04	UG/L	05/14/2007	.04	37.526	-121.98683333	260	230	260	57837-19-1				Metalaxyl, wf	<	.04	ug/l	05/14/2007	1500	.04	LCM29		37.526	-121.98683333		260	230	260
GAMA_USGS	MUNICIPAL	USGS	SFM-D3	CYPERM	Cypermethrin	<	.046	UG/L	05/14/2007	.046	37.526	-121.98683333	260	230	260	52315-07-8				Cypermethrin, wf	<	.046	ug/l	05/14/2007	1500	.046	GCM39	The parameter 61586 is a highly variable compound : m : c :	37.526	-121.98683333		260	230	260
GAMA_USGS	MUNICIPAL	USGS	SFM-D3	FENPHOS	Fenamiphos	<	.029	UG/L	05/14/2007	.029	37.526	-121.98683333	260	230	260	22224-92-6				Fenamiphos, wf	<	.029	ug/l	05/14/2007	1500	.029	GCM39		37.526	-121.98683333		260	230	260
GAMA_USGS	MUNICIPAL	USGS	SFM-D3	IPRODIONE	Iprodione	<	.026	UG/L	05/14/2007	.026	37.526	-121.98683333	260	230	260	36734-19-7				Iprodione, wf	<	.026	ug/l	05/14/2007	1500	.026	GCM39	The parameter 61593 is a highly variable compound : m : c :	37.526	-121.98683333		260	230	260
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	IPBZ	Isopropylbenzene ( Cumene)	<	.04	UG/L	05/15/2007	.04	37.52591667	-121.98691667	340	330	340	98-82-8				Isopropylbenzene, wu	<	.04	ug/l	05/15/2007	1040	.04	GCM66		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	PBZN	n-Propylbenzene (Isocumene)	<	.04	UG/L	05/15/2007	.04	37.52591667	-121.98691667	340	330	340	103-65-1				n-Propylbenzene, wu	<	.04	ug/l	05/15/2007	1040	.04	GCM66		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	CLBZME2	2 Chlorotoluene	<	.04	UG/L	05/15/2007	.04	37.52591667	-121.98691667	340	330	340	95-49-8				2-Chlorotoluene, wu	<	.04	ug/l	05/15/2007	1040	.04	GCM66		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	CLBZME4	4 Chlorotoluene	<	.04	UG/L	05/15/2007	.04	37.52591667	-121.98691667	340	330	340	106-43-4				4-Chlorotoluene, wu	<	.04	ug/l	05/15/2007	1040	.04	GCM66		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	BDCME	Bromodichloromethane (THM)	<	.06	UG/L	05/15/2007	.06	37.52591667	-121.98691667	340	330	340	74-97-5				Bromochloromethane, wu	<	.06	ug/l	05/15/2007	1040	.06	GCM66		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	BTBZN	n-Butylbenzene	<	.14	UG/L	05/15/2007	.14	37.52591667	-121.98691667	340	330	340	104-51-8				n-Butylbenzene, wu	<	.14	ug/l	05/15/2007	1040	.14	GCM66		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	BTBZS	sec-Butylbenzene	<	.04	UG/L	05/15/2007	.04	37.52591667	-121.98691667	340	330	340	135-98-8				sec-Butylbenzene, wu	<	.04	ug/l	05/15/2007	1040	.04	GCM66		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	IME	Methyl Iodide	<	.4	UG/L	05/15/2007	.4	37.52591667	-121.98691667	340	330	340	74-88-4				Iodomethane, wu	<	.4	ug/l	05/15/2007	1040	.4	GCM66	The parameter 77424 is a highly variable compound : m : c :	37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	TCPR123	1,2,3-Trichloropropane (1,2,3 TCP)	<	.12	UG/L	05/15/2007	.12	37.52591667	-121.98691667	340	330	340	96-18-4				1,2,3-Trichloropropane, wu	<	.12	ug/l	05/15/2007	1040	.12	GCM66		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	PORTHO	orthophosphate		.056	MG/L	05/17/2007	.006	37.58261111	-122.06952778	470	430	470	14265-44-2				Orthophosphate, wf		.056	mg/l as P	05/17/2007	1400	.006	PHM01		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	HARD	Hardness		202	MG/L	05/17/2007		37.58261111	-122.06952778	470	430	470					Hardness, water		202	mg/l CaCO3	05/17/2007	1400		ALGOR		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	CA	Calcium		56.8	MG/L	05/17/2007	.02	37.58261111	-122.06952778	470	430	470	7440-70-2				Calcium, wf		56.8	mg/l	05/17/2007	1400	.02	PLA11		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	MG	Magnesium		14.3	MG/L	05/17/2007	.014	37.58261111	-122.06952778	470	430	470	7439-95-4				Magnesium, wf		14.3	mg/l	05/17/2007	1400	.014	PLA11		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	NA	Sodium		170	MG/L	05/17/2007	.2	37.58261111	-122.06952778	470	430	470	7440-23-5				Sodium, wf		170	mg/l	05/17/2007	1400	.2	PLA11		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	K	Potassium		2.31	MG/L	05/17/2007	.04	37.58261111	-122.06952778	470	430	470	7440-09-7				Potassium, wf		2.31	mg/l	05/17/2007	1400	.04	PLO03		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	CL	Chloride		226	MG/L	05/17/2007	.12	37.58261111	-122.06952778	470	430	470	16887-00-6				Chloride, wf		226	mg/l	05/17/2007	1400	.12	IC022		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	SO4	Sulfate		60.6	MG/L	05/17/2007	.18	37.58261111	-122.06952778	470	430	470	14808-79-8				Sulfate, wf		60.6	mg/l	05/17/2007	1400	.18	IC022		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	F	Fluoride		.24	MG/L	05/17/2007	.1	37.58261111	-122.06952778	470	430	470	16984-48-8				Fluoride, wf		.24	mg/l	05/17/2007	1400	.1	ISE05		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	AS	Arsenic		1.7	UG/L	05/17/2007	.12	37.58261111	-122.06952778	470	430	470	7440-38-2				Arsenic, wf		1.7	ug/l	05/17/2007	1400	.12	PLM10		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	BA	Barium		.14	MG/L	05/17/2007	.00008	37.58261111	-122.06952778	470	430	470	7440-39-3				Barium, wf		140	ug/l	05/17/2007	1400	.08	PLM43		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	BE	Beryllium	<	.06	UG/L	05/17/2007	.06	37.58261111	-122.06952778	470	430	470	7440-41-7				Beryllium, wf	<	.06	ug/l	05/17/2007	1400	.06	PLM43		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	B	Boron		.461	MG/L	05/17/2007	.008	37.58261111	-122.06952778	470	430	470	7440-42-8				Boron, wf		461	ug/l	05/17/2007	1400	8	PLM40	d :	37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	CD	Cadmium		.05	UG/L	05/17/2007	.04	37.58261111	-122.06952778	470	430	470	7440-43-9				Cadmium, wf		.05	ug/l	05/17/2007	1400	.04	PLM43		37.58261111	-122.06952778		470	430	470
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	EDB	1,2 Dibromoethane (EDB)	<	.04	UG/L	05/15/2007	.04	37.52591667	-121.98691667	340	330	340	106-93-4				1,2-Dibromoethane, wu	<	.04	ug/l	05/15/2007	1040	.04	GCM66		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	FC113	1,1,2-Trichloro-1,2,2-Trifluoroethane (Freon 113)	<	.00004	MG/L	05/15/2007	.00004	37.52591667	-121.98691667	340	330	340	76-13-1				CFC-113, wu	<	.04	ug/l	05/15/2007	1040	.04	GCM66		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	MTBE	MTBE (Methyl-tert-butyl ether)	<	.1	UG/L	05/15/2007	.1	37.52591667	-121.98691667	340	330	340	1634-04-4				MTBE, wu	<	.1	ug/l	05/15/2007	1040	.1	GCM66		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	DIPE	diisopropyl ether	<	.06	UG/L	05/15/2007	.06	37.52591667	-121.98691667	340	330	340	108-20-3				Diisopropyl ether, wu	<	.06	ug/l	05/15/2007	1040	.06	GCM66		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	DBCP	1,2-Dibromo-3-chloropropane (DBCP)	<	.5	UG/L	05/15/2007	.5	37.52591667	-121.98691667	340	330	340	96-12-8				Dibromochloropropane, wu	<	.5	ug/l	05/15/2007	1040	.5	GCM66		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	METRIBUZ	Metribuzin	<	.012	UG/L	05/15/2007	.012	37.52591667	-121.98691667	340	330	340	21087-64-9				Metribuzin, wf	<	.012	ug/l	05/15/2007	1040	.012	GCM35		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	TRIFLURALIN	Trifluralin	<	.009	UG/L	05/15/2007	.009	37.52591667	-121.98691667	340	330	340	1582-09-8				Trifluralin, w,gf<.7u	<	.009	ug/l	05/15/2007	1040	.009	GCM35		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	DIMETHAT	Dimethoate	<	.0061	UG/L	05/15/2007	.0061	37.52591667	-121.98691667	340	330	340	60-51-5				Dimethoate, w,gf<.7u	<	.0061	ug/l	05/15/2007	1040	.0061	GCM40	The parameter 82662 is a highly variable compound : m : c :	37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-E1	CR	Chromium	<	.3	UG/L	05/17/2007	.12	37.58261111	-122.06952778	470	430	470	7440-47-3				Chromium, wf	<	.3	ug/l	05/17/2007	1400	.12	PLM10	Result is < or = reported value based on quality-c : c :	37.58261111	-122.06952778		470	430	470
